,São Paulo,Minas Gerais,Paraná,Rio Grande do Sul,Rio de Janeiro,Bahia,Pernambuco,Santa Catarina,Ceará,Goiás,Pará,Maranhão,Espírito Santo,Rio Grande do Norte,Paraíba,Distrito Federal,Mato Grosso do Sul,Piauí,Alagoas,Mato Grosso,Amazonas,Sergipe,Tocantins,Rondônia,Acre,Roraima,Amapá
2018/Ago,295.41931115,160.42004349,131.2571634,96.79964323,78.78406869,74.69745817,71.99257297,63.061083409999995,51.37644625,35.38014868,35.618364039999996,30.83853257,25.49852261,22.61685875,19.88905691,20.2917413,18.23932145,16.55061702,18.22124982,16.01118769,16.37496141,9.57216412,5.51486691,9.12496784,3.0406450499999997,3.3282306299999997,2.4086592400000004
2018/Set,277.57616624,145.94100754,120.64737743,87.34426909,72.83764552,70.61650853,63.77730061,59.354217399999996,46.56033578,33.780632049999994,34.380916899999995,29.97698717,24.33822714,19.926336210000002,18.24104636,19.38806107,16.963131370000003,15.76215438,16.27354719,15.35727396,15.34334093,9.027721470000001,5.48617829,8.40673272,2.92617927,2.87869104,2.36922352
2018/Out,301.45486705,157.2475797,129.53016395999998,97.37110006,79.13817066,76.59385776,69.16617029999999,63.96162664,52.21652036,35.99049196,38.4410905,30.994778850000003,26.15884599,22.290820670000002,18.93304343,19.677470120000002,17.67718562,16.785244629999998,18.384714629999998,16.83415193,16.24996361,10.07245367,6.041880730000001,8.41136002,3.1261206400000003,2.96432432,2.58815429
2018/Nov,278.11430244,148.17278399,121.81066926000001,90.19076767,73.94690494,71.53749545000001,64.61212490999999,61.55323670000001,47.71785254,34.86247574,33.58353808,28.237905899999998,24.67166441,20.44527359,18.351401879999997,18.39789323,16.36392626,15.744012679999999,16.18651159,15.47440582,14.25540882,8.939051710000001,6.217142030000001,8.651081660000001,2.47345485,2.5247124,2.2984581800000004
2018/Dez,266.2398008,145.38724073,112.98463073,81.7488803,70.6881862,67.57099009999999,62.06814767,53.90855778,45.184079149999995,34.05064602,32.789354870000004,27.80246295,24.68368586,19.38037516,17.45464389,17.56477475,16.14910915,15.59116182,14.72325284,14.2349423,14.27405394,8.88559593,6.26986967,8.19342599,2.2774934900000003,2.4624516400000003,2.35679888
2019/Jan,291.08140659,153.17730519,124.15923968000001,92.46710001999999,79.46837891,70.10059456,67.6152694,59.45247388,51.30283345,34.79583102,34.513534799999995,30.16082623,25.20103931,21.14737776,18.42339703,19.662949329999996,16.90263663,16.88231566,18.03647581,15.05538398,15.358914,10.04733965,6.46257469,8.388269450000001,2.59434732,2.66224018,2.44132503
2019/Fev,267.6625087,142.66915377,117.71547331999999,85.30100044,73.79501314,66.81460562,62.461656170000005,57.17621574,47.437503369999995,33.27908823,31.885919670000003,27.614666059999998,24.71017175,20.77092583,18.23830593,18.27082361,16.96475779,15.53642806,16.4329437,14.47890698,14.100074560000001,9.465338970000001,5.785900150000001,8.645315779999999,2.23438836,2.4999961600000002,2.56417612
2019/Mar,285.57631272000003,151.94363056,123.90737222,91.62433870000001,74.91939828,69.93889752,64.94904647,61.547622600000004,50.6544258,34.951022380000005,33.23615579,30.32290898,26.74072797,21.77521378,19.04274075,20.04608124,17.25939223,16.87813,16.38336736,15.97670125,16.10397189,9.45587639,6.5880804699999995,9.050329130000001,2.4730084900000002,2.84613556,2.6042639199999997
2019/Abr,292.58482835,157.92259868,127.44703366,92.78795322,76.66697133,73.28310162999999,66.10315927,62.756764329999996,52.32220207,36.20740369,31.00892495,30.475196989999997,25.9810584,22.20657663,19.98525854,20.60203752,18.14756263,16.77946857,16.96731909,16.026760630000002,16.15449182,10.22965199,7.235519780000001,9.21126251,2.97976477,2.78982329,2.57361574
2019/Mai,308.92559824,163.59146178999998,132.57656312999998,99.11764375,82.44072847,79.40713176,72.89791354,65.81321022,55.37146038,37.750841560000005,31.0641065,32.60311694,28.690916870000002,23.81943058,20.59910873,21.10110801,19.143242280000003,17.98516084,18.40178088,17.30433481,16.52997606,11.1568496,6.957234519999999,9.490545019999999,3.07053395,2.8393895299999996,2.12785177
2019/Jun,281.40514678,154.11482271,124.85829237,95.84050987,78.19065212000001,70.57283697,66.60604473,61.817516049999995,49.98716087,35.37215057,28.543179300000002,29.832196370000002,25.93688897,21.61356761,18.616883329999997,19.36181939,17.90563897,17.14816573,16.66527065,16.13182019,15.50998483,9.81877539,7.12725856,8.6008862,3.24905269,2.6475402000000003,2.63289052
2019/Jul,306.63398791000003,166.73565041,134.62131553,103.02818947,87.98448517,79.56721583,71.314442,68.75967319,54.3400196,36.47361792,36.71392936,31.2697732,28.55051279,22.13708777,20.45098867,21.51492674,18.126954440000002,17.505527280000003,18.01027958,16.46780396,16.64222071,10.14206436,7.11704732,8.919190859999999,3.56753864,2.86577771,2.44587482
2019/Ago,302.36727677,161.70782505000003,127.17409504999999,98.54611009999999,83.31160359,77.85244131,71.73562695999999,64.50354072,51.67258501,38.3995927,36.46201147,31.374191370000002,29.29872179,23.07330772,19.85469954,21.13336151,19.21798214,17.81640411,17.66810559,16.53233542,16.49371952,10.07528052,7.14006279,8.90911189,2.98107298,3.18132182,2.17306089
2019/Set,293.68571314999997,157.41973193,126.1726795,94.3691898,81.14669063,75.4396991,70.92417475,66.07569136,51.73534774,36.335534960000004,36.79075867,31.58878738,27.4292694,23.43726573,19.250722850000002,20.9636216,18.90436443,17.9167889,17.493927420000002,15.59613369,15.34632327,9.63395553,7.11999129,8.40938609,2.99886031,3.07043696,2.54134233
2019/Out,303.3825271,166.13380332,133.84797848,96.91390471,82.24772887,78.98786457,71.44883323,67.76741913,53.94186757,37.17142764,36.974859689999995,30.157243620000003,29.709557399999998,23.08576553,20.22861055,21.333585199999998,18.81218596,19.15550831,18.37319131,16.51476499,16.28243668,9.969119359999999,7.587986900000001,8.92434841,3.29337897,3.1623424399999998,2.54018386
2019/Nov,282.39177321,152.10666017,126.20936922,90.97180922,74.62047661,72.31493833,68.40276779999999,62.63582771,50.213511700000005,36.23413235,35.555518,30.84908157,26.2366364,20.35016795,18.79317773,19.61740092,18.3164808,17.64909271,16.42968991,15.09736241,14.78133242,9.27835826,7.59417534,8.94860566,3.17424943,3.12110471,2.2394433599999997
2019/Dez,272.69769504000004,152.39859906,113.54531890999999,88.72087359,74.89586163,68.5768361,64.85689124,58.21019151,48.44758361,34.050298549999994,35.222625799999996,29.63223487,25.163041420000003,20.13589521,17.35047069,19.20714801,17.84451104,16.84690302,15.969025279999999,13.8277062,14.92338022,9.23014457,7.57306495,8.66075305,2.95956909,2.8899698700000003,2.1414008300000003
2020/Jan,301.99116767000004,158.09790397999998,122.2687541,97.47436262000001,79.70566375,74.37363119,69.63071214,64.54609976,53.0863893,36.312121020000006,37.00981917,31.2561878,27.53355066,22.201116149999997,18.4835226,20.42906727,18.653296920000003,17.31288965,17.26396088,15.44569374,15.93956123,9.60588299,7.225320389999999,8.32641632,3.26112388,3.0845610800000003,2.34985856
2020/Fev,271.35678404000004,141.32317561000002,116.06160252,85.45164634999999,72.41281042,67.69754436,62.55218996,59.54920875,49.01530322,34.15802381,34.63570252,28.45729999,26.54280284,20.512979079999997,17.2974523,18.21917296,17.769247,16.26461357,15.228725990000001,14.43117187,15.138110699999999,9.16071354,7.34117188,8.41378442,2.9812642200000004,2.96715904,2.34249995
2020/Mar,276.60628892,147.07855629,114.47699752,84.65139659,73.59449793,70.34030129000001,59.62867407,56.709962090000005,46.39535697,34.558308520000004,34.74909846,28.83266246,26.55568868,20.93669202,17.60747801,19.40544688,17.3570088,15.31897543,15.99872186,14.4442076,14.773739410000001,9.19324873,7.02582112,7.1743123099999995,2.85910206,2.81395405,2.28624146
2020/Abr,251.69636266,126.33064986,96.72711219,76.29459695999999,68.16077335,59.109689200000005,53.843729229999994,51.179993450000005,43.46881662,27.49930793,28.71496996,23.93815677,23.73572464,17.31994766,15.386630890000001,18.123899780000002,15.65277251,11.87858716,14.241361439999999,11.94371353,16.330913810000002,8.395906570000001,6.20445342,7.423678639999999,2.47206308,2.3049614199999997,1.77455812
2020/Mai,302.85766098,136.86727575,106.10373762,86.07611342,86.28103315999999,61.75677571,65.4247194,56.84360433,54.20033948,31.870107620000002,41.24850278,32.979447969999995,28.61468375,19.91657052,18.97054357,21.43743022,16.7038511,14.17505345,15.25420431,13.98148329,19.44115053,8.45020957,6.73237056,8.581195130000001,2.38389548,2.91077644,2.7010148700000003
2020/Jun,299.06085162,135.97757187,92.90146136,89.01947881999999,77.60492520999999,65.15930063,68.14511059,56.50374799,42.14655581,34.4376332,35.396030780000004,31.12814466,27.45086516,20.219961809999997,19.66609687,23.47977303,15.83865934,15.37552359,14.27887207,14.58500942,17.50933466,6.70592303,5.01813813,9.19359376,2.1999207000000003,3.2164665099999996,2.69949223
2020/Jul,282.70957031,120.46718734000001,80.32085269,78.92970381,71.54022733,58.8981004,62.325444340000004,51.76453476,30.809221219999998,33.49928438,27.618727510000003,24.374205149999998,27.46047547,19.59305745,15.49146906,22.23354226,12.50871735,18.01921449,13.0878504,13.083151699999998,13.35851402,3.3127663199999997,4.4896658700000005,7.40738824,1.1638130800000002,2.73949841,2.1550833700000003
